case,activation,hidden,n_hidden,q,seed,special,NN_mse_vs_y,FPR_mse_vs_y,FPR_mse_vs_NN,TPR_mse_vs_NN,TPR_mse_vs_y,LTPR_mse_vs_NN,LTPR_mse_vs_y,LTPR_n_terms,shape_NN_LTPR,shape_LTPR_FPR,u_coverage,act_pair_mean,act_io_scaled_mean,act_io_unscaled_mean,act_io_scaled_sum,act_io_unscaled_sum,io_shape,shape_NN_FPR_in,shape_NN_FPR_ext,mahal_NN_FPR,distill_resid,abs_rmse_gap,NN_FPR_log10,well_specified
paper_poly4,softplus,4,1,3,0,True,0.00023320279433391988,0.0015298232667193276,0.0009619170002148795,0.0005605729888721787,0.001014828273600427,0.00017638045095332968,0.000548096142262383,20,0.0001812985275422593,0.0015406648876203645,0.97,0.09920771672854671,0.09917620654256683,0.03935621939251033,0.09917620654256683,0.03935621939251033,0.021416762453152216,0.0014353461487385689,0.01671259243702805,0.0005373562167916957,0.0012296629386819402,0.023841976401687087,-0.8169075117010881,False
paper_poly4,softplus,4,1,3,0,True,0.00023233664978761226,0.0015298232667193276,0.0009120061341056869,0.0006075201483958,0.0010603668411991614,0.00012875170791257164,0.0004915577145482918,20,0.00012641884613705167,0.0014909732529605072,0.985,0.09537064624792269,0.0960784116510604,0.0006476245174630753,0.0960784116510604,0.0006476245174630753,0.021425897198170726,0.0013639282572073844,0.015863953281684294,0.00036818699188391984,0.0011773044265018385,0.023870361952332393,-0.8185235390249777,False
paper_poly4,softplus,4,1,3,0,True,0.0004389415553305298,0.0015298232667193276,0.0026641484510030837,0.001635011937493862,0.002196230213512029,0.0002855990812216345,0.0006769310436116947,20,0.0003005364837937463,0.0041268605616937015,0.975,0.09380177538902426,0.09900711250576226,0.0053858980670066624,0.09900711250576226,0.0053858980670066624,0.02106146163753981,0.003767727057239826,0.029009382359229837,0.002355810719157505,0.0020319445734847193,0.01816202314126969,-0.5422345635426513,False
paper_poly4,softplus,4,1,3,0,True,0.0001468205009587109,0.0015298232667193276,0.001145460109082861,0.0006870844861314851,0.0010046506821996869,0.00037037925368540607,0.0006630944993761833,20,0.0003650531317435279,0.0019433124074054267,0.955,0.10766439439773784,0.10853067794921237,0.014236133607543873,0.10853067794921237,0.014236133607543873,0.021440780797754654,0.0016851099815788574,0.018512528209237565,0.0017511655043876081,0.0012991577064562763,0.02699600425250022,-1.0178545601463844,False
paper_poly4,softplus,4,1,3,0,True,0.0005008179577998817,0.0015298232667193276,0.0028722803661081924,0.00480158257883795,0.006059443173420969,0.0008485103158924205,0.0012150347622484623,20,0.0007636788708370347,0.004223514137515354,0.745,0.4771017770533777,0.5167332953845925,0.06330017819085251,0.5167332953845925,0.06330017819085251,0.021038171843891555,0.004114384954477955,0.02926515725864369,0.004574025736004041,0.0018855818558688702,0.0167339928353812,-0.48496136876518864,False
paper_poly4,softplus,4,1,3,0,True,0.0005209411028772593,0.0015298232667193276,0.0028024769221366833,0.0036695280593079353,0.004122382108611266,0.0008759674544135784,0.0013600333144631754,20,0.00086501236757366,0.0049090172940566825,0.93,0.1253590181021234,0.13037225783935996,0.11633078717419422,0.13037225783935996,0.11633078717419422,0.02102794744301561,0.003969206454610176,0.030075908432237272,0.004443473608483652,0.0020131948083220216,0.016288821008997638,-0.46785263657866905,False
paper_poly4,softplus,4,1,3,0,True,0.0005138423875905573,0.0015298232667193276,0.0028676099810204816,0.0038188399054821538,0.004738189976052865,0.0011824130350146832,0.0014697979005472387,20,0.0010134718114930164,0.004490656838745435,0.755,0.1204849492162609,0.10159020874340363,0.009097287833203412,0.10159020874340363,0.009097287833203412,0.02103824760518966,0.004097741045596301,0.02932842713357235,0.004126408651835409,0.0018748769882347889,0.016444863390341073,-0.47381133473974624,False
paper_poly4,softplus,4,1,3,0,True,4.75521846965421e-05,0.0015298232667193276,0.0016604798092070404,0.001968777017141489,0.0017937858115622935,0.000733937126333354,0.0007956122892928665,20,0.0007538527874567997,0.0032378821448378293,0.92,0.1234882565502382,0.12141245410612442,0.09396328161742502,0.12141245410612442,0.09396328161742502,0.02137975284685044,0.0023372191184476672,0.021906895675648144,0.0073197616946572685,0.001211654756938916,0.0322171460160648,-1.507470787135572,False
paper_poly4,softplus,4,1,3,0,True,0.006417796015739441,0.0015298232667193276,0.0076439769873616935,0.03358122707527964,0.04390263601170705,1.3386398101974105e-06,0.0062758696931218836,20,1.7618370915699488e-06,0.007800514957055732,0.785,0.12475276382762954,0.10342331869767446,0.07590555079415001,0.10342331869767446,0.07590555079415001,0.017617206331672755,0.007805611027873184,0.03934254201565614,0.025652353365534727,5.116076567915573e-05,0.040998192658129776,0.6227446475749001,False
paper_poly4,softplus,4,1,3,0,True,0.0005190657102502882,0.0015298232667193276,0.0027833257296702076,0.003977307010798639,0.00444420306110731,0.0008381014693081055,0.001361748529189864,20,0.0008163098367845437,0.004821297834454746,0.93,0.14465259133641786,0.1506596410683629,0.17491006922823554,0.1506596410683629,0.17491006922823554,0.02098667194217677,0.003945262652708626,0.030323525322906764,0.0032837055842427887,0.0019935374663388058,0.016329941594590613,-0.4694189216103181,False
